Id,CreatedDate,Service_Application,Number_of_Repairs,Project,Repair_Activity,Repair_Area,Status,Contractor_Bid,Priority,Quick_Notes,Repair_Cost
repair_262,2024-05-07 15:28:12,service_app_192,,,Minor,Electrical,Work Completed,,,,
repair_263,2024-05-07 14:33:56,service_app_119,2.0,,Security door,Doors/Locks,Work Completed,,,,
repair_264,2024-05-07 14:37:38,service_app_119,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_265,2024-05-07 14:38:02,service_app_119,,,replace flooring,Bathroom,Work Completed,,,,
repair_266,2024-05-07 14:38:50,service_app_119,,,,Foundation,Work Completed,,,,
repair_267,2024-05-07 14:42:04,service_app_198,,,,Debris Removal,Work Completed,,,,
repair_268,2024-05-07 14:42:59,service_app_198,,,,Gutters,Work Completed,,,,
repair_269,2024-05-07 14:44:01,service_app_198,,,,Exterior,Work Completed,,,,
repair_270,2024-05-07 14:44:45,service_app_198,1.0,,,Handrails,Work Completed,,,,
repair_271,2024-05-07 14:45:57,service_app_198,,,,Flooring,Work Completed,,,,
repair_272,2024-05-07 14:46:19,service_app_198,,,,Cabinets,Work Completed,,,,
repair_273,2024-05-07 14:49:49,service_app_198,2.0,,Exterior,Doors/Locks,Work Completed,,,,
repair_274,2024-05-07 14:50:42,service_app_198,2.0,,Security door,Doors/Locks,Work Completed,,,,
repair_275,2024-05-07 14:51:10,service_app_198,4.0,,Replacement,Windows,Work Completed,,,,
repair_276,2024-05-07 14:53:59,service_app_198,,,,Ceiling,Work Completed,,,,
repair_277,2024-05-07 14:54:19,service_app_198,,,,Appliances,Work Completed,,,,
repair_278,2024-05-07 14:56:00,service_app_198,,,,Mold Remediation,Work Completed,,,,
repair_279,2024-05-07 14:56:45,service_app_198,,,,Drywall,Work Completed,,,,
repair_280,2024-05-07 14:57:24,service_app_198,,,replace vanity,Bathroom,Work Completed,,,,
repair_281,2024-05-07 14:57:51,service_app_198,,,replace toilet with comfort height ADA toilet,Bathroom,Work Completed,,,,
repair_282,2024-05-07 15:03:51,service_app_184,,,,Flooring,Work Completed,,,,
repair_283,2024-05-07 15:04:13,service_app_184,,,,HVAC,Work Completed,,,,
repair_284,2024-05-07 15:06:37,service_app_184,,,Exterior,Doors/Locks,Work Completed,,,,
repair_285,2024-05-07 15:06:59,service_app_184,,,Security door,Doors/Locks,Work Completed,,,,
repair_286,2024-05-07 15:07:15,service_app_184,,,,Ceiling,Work Completed,,,,
repair_287,2024-05-07 15:07:29,service_app_184,,,,Appliances,Work Completed,,,,
repair_288,2024-05-07 15:07:45,service_app_184,,,,Lead Safety,Work Completed,,,,
repair_289,2024-05-07 15:09:14,service_app_192,,,Test,Lead Safety,Work Completed,,,,
repair_290,2024-05-07 15:09:33,service_app_192,,,,Cabinets,Work Completed,,,,
repair_291,2024-05-07 15:16:15,service_app_192,,,Exterior,Doors/Locks,Work Completed,,,,
repair_292,2024-05-07 15:16:38,service_app_192,2.0,,Security door,Doors/Locks,Work Completed,,,,
repair_293,2024-05-07 16:01:40,service_app_201,,,,Kitchen,Work Completed,,,,
repair_294,2024-05-07 15:30:31,service_app_199,,,,Electrical,Work Completed,,,,
repair_295,2024-05-07 15:28:29,service_app_192,,,,Appliances,Work Completed,,,,
repair_296,2024-05-07 15:29:39,service_app_199,,,Test,Lead Safety,Work Completed,,,,
repair_297,2024-05-07 15:30:09,service_app_199,,,,HVAC,Work Completed,,,,
repair_298,2024-05-07 15:34:44,service_app_199,2.0,,,Grab Bars/Railings,Work Completed,,,,
repair_299,2024-05-07 15:36:52,service_app_199,,,,Lighting,Work Completed,,,,
repair_300,2024-05-07 15:37:16,service_app_199,2.0,,Exterior,Doors/Locks,Work Completed,,,,
repair_301,2024-05-07 15:37:34,service_app_199,2.0,,Security door,Doors/Locks,Work Completed,,,,
repair_302,2024-05-07 15:38:00,service_app_199,,,Interior,Doors/Locks,Work Completed,,,,
repair_303,2024-05-07 15:39:06,service_app_199,,,,Flooring,Work Completed,,,,
repair_304,2024-05-07 15:54:38,service_app_200,,,Replacement,Roof,Work Completed,,,,
repair_305,2024-05-07 15:41:42,service_app_199,,,,Cabinets,Work Completed,,,,
repair_306,2024-05-07 15:44:22,service_app_199,,,,Kitchen,Work Completed,,,,
repair_307,2024-05-07 15:44:51,service_app_199,2.0,,replace toilet with comfort height ADA toilet,Bathroom,Need Identified,,,,
repair_308,2024-05-07 15:45:19,service_app_199,,,replace vanity,Bathroom,Work Completed,,,,
repair_309,2024-05-07 15:45:36,service_app_199,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_310,2024-05-07 15:45:58,service_app_199,,,Interior,Painting,Work Completed,,,,
repair_311,2024-05-07 15:46:19,service_app_199,,,,Appliances,Work Completed,,,,
repair_312,2024-05-07 15:46:43,service_app_199,,,,Grab Bars/Railings,Work Completed,,,,
repair_313,2024-05-07 16:01:15,service_app_201,,,Refrigerator,Appliances,Work Completed,,,,
repair_314,2024-05-07 15:51:50,service_app_200,,,Landscaping,Yardwork,Work Completed,,,,
repair_315,2024-05-07 15:52:48,service_app_200,,,,Gutters,Work Completed,,,,
repair_316,2024-05-07 15:55:04,service_app_200,5.0,,Replacement,Windows,Work Completed,,,,
repair_317,2024-05-07 15:55:35,service_app_200,1.0,,Exterior,Doors/Locks,Work Completed,,,,
repair_318,2024-05-07 15:56:03,service_app_200,,,Critical,Electrical,Work Completed,,,,
repair_319,2024-05-07 15:58:08,service_app_201,,,Test,Lead Safety,Work Completed,,,,
repair_320,2024-05-07 15:58:57,service_app_201,,,Replacement,Roof,Work Completed,,,,
repair_321,2024-05-07 15:59:23,service_app_201,,,,Gutters,Work Completed,,,,
repair_322,2024-05-07 15:59:52,service_app_201,,,Vinyl,Siding,Work Completed,,,,
repair_323,2024-05-07 16:00:45,service_app_201,,,,Cabinets,Work Completed,,,,
repair_324,2024-05-07 16:02:31,service_app_201,,,,Ceiling,Work Completed,,,,
repair_325,2024-05-07 16:02:58,service_app_201,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_326,2024-05-07 16:03:29,service_app_201,2.0,,Security door,Doors/Locks,Work Completed,,,,
repair_327,2024-05-07 16:04:26,service_app_201,,,replace flooring,Bathroom,Work Completed,,,,
repair_328,2024-05-07 16:05:13,service_app_201,,,,Drywall,Work Completed,,,,
repair_329,2024-05-07 16:05:37,service_app_201,,,install fan vented to exterior of home,Bathroom,Work Completed,,,,
repair_330,2024-05-07 16:06:39,service_app_201,,,,Appliances,Work Completed,,,,
repair_331,2024-05-07 16:08:23,service_app_201,,,,Foundation,Work Completed,,,,
repair_332,2024-05-07 16:09:18,service_app_210,,,,Gutters,Work Completed,,,,
repair_333,2024-05-07 16:09:40,service_app_210,,,Vinyl,Siding,Work Completed,,,,
repair_334,2024-05-07 16:53:41,service_app_210,,,Security door,Doors/Locks,Work Completed,,,,
repair_335,2024-05-07 16:52:44,service_app_210,,,Minor,Electrical,Work Completed,,,,
repair_336,2024-05-07 16:53:17,service_app_210,1.0,,Exterior,Doors/Locks,Work Completed,,,,
repair_337,2024-05-07 16:54:16,service_app_210,,,install fan vented to exterior of home,Bathroom,Work Completed,,,,
repair_338,2024-05-07 16:54:42,service_app_210,,,,Grab Bars/Railings,Work Completed,,,,
repair_339,2024-05-07 16:55:15,service_app_210,,,Exterior,Doors/Locks,Work Completed,,,,
repair_340,2024-05-07 18:00:38,service_app_210,,,,Drywall,Work Completed,,,,
repair_341,2024-05-07 18:28:11,service_app_179,2.0,,Replacement,Windows,Work Completed,,,,
repair_342,2024-05-07 18:01:29,service_app_210,,,,Cabinets,Work Completed,,,,
repair_343,2024-05-07 18:19:04,service_app_176,,,,Gutters,Work Completed,,,,
repair_344,2024-05-07 18:13:54,service_app_182,,,Critical,Electrical,Work Completed,,,,
repair_345,2024-05-07 18:01:11,service_app_210,,,,Foundation,Work Completed,,,,
repair_346,2024-05-07 18:20:56,service_app_176,6.0,,Replacement,Windows,Work Completed,,,,
repair_347,2024-05-07 18:26:39,service_app_179,,,new handheld shower head,Bathroom,Work Completed,,,,
repair_348,2024-05-07 17:56:24,service_app_210,,,Security door,Doors/Locks,Work Completed,,,,
repair_349,2024-05-07 18:15:08,service_app_182,,,,Kitchen,Work Completed,,,,
repair_350,2024-05-07 17:57:09,service_app_210,,,install fan vented to exterior of home,Bathroom,Work Completed,,,,
repair_351,2024-05-07 17:57:42,service_app_210,,,,Grab Bars/Railings,Work Completed,,,,
repair_352,2024-05-07 17:59:24,service_app_210,,,Interior,Doors/Locks,Work Completed,,,,
repair_353,2024-05-07 18:00:02,service_app_210,,,Interior,Doors/Locks,Work Completed,,,,
repair_354,2024-05-07 18:02:17,service_app_210,,,Interior,Doors/Locks,Work Completed,,,,
repair_355,2024-05-07 18:06:11,service_app_205,,,,Ceiling,Work Completed,,,,
repair_356,2024-05-07 18:06:44,service_app_205,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_357,2024-05-07 18:07:42,service_app_205,,,new handheld shower head,Bathroom,Work Completed,,,,
repair_358,2024-05-07 18:08:07,service_app_205,,,,Grab Bars/Railings,Work Completed,,,,
repair_359,2024-05-07 18:09:33,service_app_205,,,,Kitchen,Work Completed,,,,
repair_360,2024-05-07 18:11:19,service_app_182,,,,Fence/Gate(s),Work Completed,,,,
repair_361,2024-05-07 18:11:35,service_app_182,,,,Cabinets,Work Completed,,,,
repair_362,2024-05-07 18:13:22,service_app_182,,,Vinyl,Exterior,Work Completed,,,,
repair_363,2024-05-07 18:13:35,service_app_182,,,,Cabinets,Work Completed,,,,
repair_364,2024-05-07 18:23:03,service_app_176,,,,Deck/Porch,Work Completed,,,,
repair_365,2024-05-07 18:17:37,service_app_176,,,Test,Lead Safety,Work Completed,,,,
repair_366,2024-05-07 18:18:12,service_app_176,,,Repair,Roof,Work Completed,,,,
repair_367,2024-05-07 18:19:51,service_app_176,,,Exterior,Doors/Locks,Work Completed,,,,
repair_368,2024-05-07 18:20:15,service_app_176,,,Vinyl,Exterior,Work Completed,,,,
repair_369,2024-05-07 18:21:56,service_app_176,,,Critical,Electrical,Work Completed,,,,
repair_370,2024-05-07 18:22:32,service_app_176,2.0,,,Grab Bars/Railings,Work Completed,,,,
repair_371,2024-05-07 18:24:52,service_app_179,,,Test,Lead Safety,Work Completed,,,,
repair_372,2024-05-07 18:44:23,service_app_206,,,,Grab Bars/Railings,Work Completed,,,,
repair_373,2024-05-07 18:25:17,service_app_179,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_374,2024-05-07 18:26:14,service_app_179,,,replace vanity,Bathroom,Work Completed,,,,
repair_375,2024-05-07 18:27:09,service_app_179,,,,Drywall,Work Completed,,,,
repair_376,2024-05-07 18:27:44,service_app_179,,,Stove,Appliances,Work Completed,,,,
repair_377,2024-05-07 18:30:34,service_app_177,,,Test,Lead Safety,Work Completed,,,,
repair_378,2024-05-07 18:32:46,service_app_206,,,Test,Lead Safety,Work Completed,,,,
repair_379,2024-05-07 18:33:28,service_app_206,2.0,,Exterior,Doors/Locks,Work Completed,,,,
repair_380,2024-05-07 18:34:25,service_app_206,,,Security door,Doors/Locks,Work Completed,,,,
repair_381,2024-05-07 18:36:08,service_app_206,,,,Flooring,Work Completed,,,,
repair_382,2024-05-07 18:37:35,service_app_206,,,,Cabinets,Work Completed,,,,
repair_383,2024-05-07 18:38:34,service_app_206,,,,Kitchen,Work Completed,,,,
repair_384,2024-05-07 18:39:34,service_app_206,,,,Ceiling,Work Completed,,,,
repair_385,2024-05-07 18:40:20,service_app_206,,,convert tub to shower,Bathroom,Work Completed,,,,
repair_386,2024-05-07 18:40:38,service_app_206,2.0,,replace toilet with comfort height ADA toilet,Bathroom,Work Completed,,,,
repair_387,2024-05-07 18:41:04,service_app_206,2.0,,replace vanity,Bathroom,Work Completed,,,,
repair_388,2024-05-07 18:41:25,service_app_206,2.0,,install fan vented to exterior of home,Bathroom,Work Completed,,,,
repair_389,2024-05-07 18:42:22,service_app_206,2.0,,replace flooring,Bathroom,Work Completed,,,,
repair_390,2024-05-07 18:44:40,service_app_206,,,Repair,Windows,Work Completed,,,,
repair_391,2024-05-08 17:24:39,service_app_211,2.0,,,Ceiling,Assigned,,Medium,,200.0
repair_392,2024-05-08 17:19:10,service_app_211,1.0,,replace flooring,Bathroom,Assigned,,High,,650.0
repair_393,2024-05-08 17:18:00,service_app_211,1.0,,replace toilet with comfort height ADA toilet,Bathroom,Assigned,,Low,,350.0
repair_394,2024-05-08 17:18:36,service_app_211,1.0,,convert tub to shower,Bathroom,Assigned,,,,9000.0
repair_395,2024-05-08 17:20:19,service_app_211,1.0,,Exterior,Doors/Locks,Assigned,,Medium,,637.5
repair_396,2024-05-08 17:21:01,service_app_211,1.0,,Security door,Doors/Locks,Assigned,,Medium,,637.5
repair_397,2024-05-08 17:22:43,service_app_211,,,,Flooring,Assigned,,Low,,600.0
repair_398,2024-05-08 17:23:51,service_app_211,1.0,,,Kitchen,Assigned,,Low,,
repair_399,2024-05-08 17:25:26,service_app_211,1.0,,Replacement,Waterheater,Assigned,,Medium,,950.0
repair_400,2024-05-08 17:26:09,service_app_211,2.0,,Minor,Electrical,Assigned,,Medium,,75.0
repair_401,2024-05-08 17:26:53,service_app_211,1.0,,,Drywall,Assigned,,Low,,250.0
repair_402,2024-06-03 16:04:06,service_app_217,,,Replacement,Roof,Assigned,,High,,5860.0
repair_403,2024-06-03 16:09:08,service_app_217,,,,Ceiling,Assigned,,Medium,,990.0
repair_404,2024-06-03 16:13:20,service_app_217,,,,Plumbing,Assigned,,High,,1690.0
repair_405,2024-07-08 19:21:49,service_app_228,1.0,,Critical,HVAC,Need Identified,contractor_bid_8,Critical,,800.0
repair_406,2024-07-08 19:55:00,service_app_221,1.0,,Refrigerator,Appliances,Work Completed,,Low,,
repair_407,2024-07-08 19:55:00,service_app_221,1.0,,replace vanity,Bathroom,Work Completed,,,,
repair_408,2024-07-08 19:55:00,service_app_221,1.0,,,Cabinets,Work Completed,,Medium,,
repair_409,2024-07-08 19:55:00,service_app_221,1.0,,,Carpet,Work Completed,,Medium,,
repair_410,2024-07-08 19:55:00,service_app_221,1.0,,,Ceiling,Work Completed,,Critical,,
repair_411,2024-07-08 19:55:00,service_app_221,1.0,,,Debris Removal,Work Completed,,Low,,
repair_412,2024-07-08 19:55:00,service_app_221,1.0,,,Drywall,Work Completed,,High,,
repair_413,2024-07-08 19:55:00,service_app_221,1.0,,,Exterior,Work Completed,,Medium,crawlspace door,
repair_414,2024-07-08 19:55:00,service_app_221,1.0,,,Flooring,Work Completed,,High,,
repair_415,2024-07-08 19:55:00,service_app_221,1.0,,,Grab Bars/Railings,Work Completed,,High,,
repair_416,2024-07-08 19:55:00,service_app_221,1.0,,,Gutters,Work Completed,,High,,
repair_417,2024-07-08 19:55:00,service_app_221,1.0,,,Handrails,Work Completed,,Medium,,
repair_418,2024-07-08 19:55:00,service_app_221,1.0,,,Kitchen,Work Completed,,Medium,,
repair_419,2024-07-08 19:55:00,service_app_221,1.0,,Test,Lead Safety,Work Completed,,High,,
repair_420,2024-07-08 19:55:00,service_app_221,1.0,,,Lighting,Work Completed,,Low,,
repair_421,2024-07-08 19:55:01,service_app_221,1.0,,,Painting,Work Completed,,Low,,
repair_422,2024-07-08 19:55:01,service_app_221,1.0,,Critical,Plumbing,Work Completed,,Critical,,
repair_423,2024-07-08 19:55:01,service_app_221,1.0,,Replacement,Roof,Work Completed,,Critical,,
repair_424,2024-07-08 19:55:01,service_app_221,1.0,,Fire Extinguishers,Safety Items,Work Completed,,Low,,
repair_425,2024-07-08 19:55:01,service_app_221,1.0,,,Tub/Tile,Need Identified,,Medium,,
repair_426,2024-07-08 19:55:01,service_app_221,1.0,,,Walkways/Entryways/Sidewalks,Work Completed,,High,Threshold to Door,
repair_427,2024-07-08 19:55:01,service_app_221,1.0,,Clean Up,Yardwork,Work Completed,,Low,,
repair_428,2024-07-08 19:55:55,service_app_221,1.0,,Stove,Appliances,Work Completed,,Low,,
repair_429,2024-07-08 19:56:18,service_app_221,1.0,,Washer,Appliances,Work Completed,,Low,,
repair_430,2024-07-08 19:56:35,service_app_221,1.0,,Dryer,Appliances,Work Completed,,,,
repair_431,2024-07-08 19:57:29,service_app_221,,,replace flooring,Bathroom,Work Completed,,,,
repair_432,2024-07-09 14:47:45,service_app_213,,,,,Need Identified,,,,
repair_433,2024-08-06 20:01:26,service_app_220,7.0,,Replacement,Windows,Need Identified,contractor_bid_9,Medium,,
repair_434,2024-08-06 20:03:01,service_app_220,2.0,,Minor,Electrical,Need Identified,contractor_bid_9,Low,,
repair_435,2024-08-06 20:04:27,service_app_220,,,,Flooring,Need Identified,contractor_bid_9,Medium,,
repair_436,2024-08-06 20:05:47,service_app_220,1.0,,,Flooring,Need Identified,contractor_bid_9,Low,,
repair_437,2024-08-06 20:07:32,service_app_220,1.0,,install fan vented to exterior of home,Bathroom,Need Identified,contractor_bid_9,Low,,
repair_438,2024-08-06 20:08:37,service_app_220,1.0,,Interior,Painting,Need Identified,contractor_bid_9,Low,,
repair_439,2024-08-06 20:09:28,service_app_220,1.0,,,Lighting,Need Identified,contractor_bid_9,Low,,
repair_440,2024-08-06 20:10:25,service_app_220,1.0,,Repair,Roof,Need Identified,contractor_bid_9,High,,
repair_441,2024-08-06 20:11:28,service_app_220,1.0,,,Concrete,Need Identified,contractor_bid_9,High,,
repair_442,2024-08-06 20:12:04,service_app_220,1.0,,,Handrails,Need Identified,contractor_bid_9,High,,
repair_443,2024-08-06 20:12:53,service_app_220,1.0,,Security door,Doors/Locks,Need Identified,contractor_bid_9,High,,
repair_444,2024-08-06 20:13:27,service_app_220,1.0,,Entry door,Doors/Locks,Need Identified,contractor_bid_9,High,,
repair_445,2024-08-06 20:14:56,service_app_220,1.0,,Repair,HVAC,Need Identified,contractor_bid_10,Medium,,
repair_446,2024-08-06 20:16:02,service_app_220,1.0,,Minor,Plumbing,Need Identified,contractor_bid_9,High,,
repair_447,2024-08-06 20:50:46,service_app_209,,,,Tub/Tile,Need Identified,contractor_bid_11,Medium,,
repair_448,2024-08-06 20:57:07,service_app_209,,,replace flooring,Bathroom,Assigned,contractor_bid_11,Low,,
repair_449,2024-08-06 20:57:52,service_app_209,,,replace vanity,Bathroom,Assigned,contractor_bid_11,Medium,,
repair_450,2024-08-06 20:58:45,service_app_209,,,convert tub to shower,Bathroom,Assigned,contractor_bid_11,Medium,,
repair_451,2024-08-06 21:14:48,service_app_209,1.0,,,Bathroom,Need Identified,contractor_bid_11,Low,,
repair_452,2024-08-06 21:06:35,service_app_209,1.0,,Replacement,Windows,Need Identified,contractor_bid_11,Medium,,
repair_453,2024-08-06 21:07:29,service_app_209,1.0,,Security door,Doors/Locks,Need Identified,contractor_bid_11,Medium,,
repair_454,2024-08-06 21:08:47,service_app_209,1.0,,,Handrails,Need Identified,contractor_bid_11,Medium,,
repair_455,2024-08-06 21:09:47,service_app_209,1.0,,,Kitchen,Need Identified,contractor_bid_11,Low,,
repair_456,2024-08-06 21:12:30,service_app_209,2.0,,replace toilet with comfort height ADA toilet,Bathroom,Need Identified,contractor_bid_11,Low,,
repair_457,2024-08-06 21:13:16,service_app_209,,,Minor,Electrical,Need Identified,contractor_bid_11,Low,,
repair_458,2024-08-06 21:15:46,service_app_209,1.0,,Entry door,Doors/Locks,Need Identified,contractor_bid_11,Low,,
repair_459,2024-08-06 21:17:05,service_app_209,,,Critical,Plumbing,Need Identified,contractor_bid_11,High,,
repair_460,2024-08-06 21:17:39,service_app_209,1.0,,,Exterior,Need Identified,contractor_bid_11,Low,,
repair_461,2024-08-07 18:52:06,service_app_229,1.0,,replace vanity,Bathroom,Assigned,contractor_bid_12,Low,,1200.0
repair_462,2024-08-07 18:42:59,service_app_229,1.0,,Replacement,Roof,Assigned,contractor_bid_12,High,,10695.0
repair_463,2024-08-07 18:54:14,service_app_229,1.0,,,Drywall,Assigned,contractor_bid_12,Low,,275.0
repair_464,2024-08-07 18:42:10,service_app_229,1.0,,Replacement,Waterheater,Assigned,contractor_bid_12,Low,,75.0
repair_465,2024-08-07 18:43:46,service_app_229,1.0,,,Gutters,Assigned,contractor_bid_12,Medium,,2420.0
repair_466,2024-08-07 18:44:45,service_app_229,1.0,,,Flooring,Assigned,contractor_bid_12,Medium,,2160.0
repair_467,2024-08-07 18:45:20,service_app_229,1.0,,,Flooring,Assigned,contractor_bid_12,Medium,,2160.0
repair_468,2024-08-07 18:46:15,service_app_229,1.0,,,Flooring,Assigned,contractor_bid_12,Medium,,2880.0
repair_469,2024-08-07 18:49:00,service_app_229,1.0,,Stove,Appliances,Assigned,contractor_bid_12,Low,,125.0
repair_470,2024-08-07 18:46:58,service_app_229,1.0,,Replacement,Windows,Assigned,contractor_bid_12,Low,,485.0
repair_471,2024-08-07 18:48:18,service_app_229,3.0,,Minor,Electrical,Assigned,contractor_bid_12,Low,,375.0
repair_472,2024-08-07 18:49:31,service_app_229,,,Minor,Electrical,Assigned,contractor_bid_12,Low,,175.0
repair_473,2024-08-07 18:50:42,service_app_229,1.0,,,Flooring,Assigned,contractor_bid_12,Medium,,720.0
repair_474,2024-08-07 18:51:31,service_app_229,1.0,,convert tub to shower,Bathroom,Assigned,contractor_bid_12,Critical,,4000.0
repair_475,2024-08-07 18:52:54,service_app_229,1.0,,replace toilet with comfort height ADA toilet,Bathroom,Assigned,contractor_bid_12,Medium,,475.0
repair_476,2024-08-07 18:53:35,service_app_229,,,,Ceiling,Assigned,contractor_bid_12,Low,,250.0
repair_477,2024-08-07 18:54:56,service_app_229,1.0,,Replacement,Windows,Assigned,contractor_bid_12,Medium,,485.0
repair_478,2024-08-07 18:55:46,service_app_229,1.0,,,Ceiling,Assigned,contractor_bid_12,Low,,250.0
repair_479,2024-08-07 18:56:56,service_app_229,1.0,,,Deck/Porch,Assigned,contractor_bid_12,High,,4800.0
repair_480,2024-08-07 18:58:35,service_app_229,1.0,,,Concrete,Assigned,contractor_bid_12,Medium,,4400.0
repair_481,2024-08-07 19:00:45,service_app_229,1.0,,,Yardwork,Assigned,contractor_bid_12,High,,3000.0
repair_482,2024-10-22 16:55:27,service_app_227,,,Vinyl,Siding,Need Identified,,High,,
repair_483,2024-10-23 17:17:34,service_app_236,,,Critical,Electrical,Work Completed,,High,,6548.97
repair_484,2025-02-11 16:14:42,service_app_250,1.0,project_22,Critical,Plumbing,Work Completed,contractor_bid_14,High,,
repair_485,2025-02-11 16:04:47,service_app_250,1.0,project_22,,Flooring,Work Completed,contractor_bid_14,Low,,
repair_486,2025-02-11 16:00:51,service_app_250,2.0,project_22,Security door,Doors/Locks,Work Completed,contractor_bid_14,Low,,
repair_487,2025-02-11 16:01:59,service_app_250,2.0,project_22,Entry door,Doors/Locks,Work Completed,contractor_bid_14,Low,,
repair_488,2025-02-11 16:06:57,service_app_250,1.0,project_22,,Flooring,Work Completed,contractor_bid_14,Medium,,
repair_489,2025-02-11 16:09:18,service_app_250,1.0,project_22,,Appliances,Work Completed,contractor_bid_14,Low,,
repair_490,2025-02-11 16:10:59,service_app_250,1.0,project_22,Critical,Plumbing,Work Completed,contractor_bid_14,High,,
repair_491,2025-02-11 16:15:58,service_app_250,1.0,project_22,,Deck/Porch,Work Completed,contractor_bid_14,High,,
repair_492,2025-02-11 16:18:33,service_app_250,1.0,project_22,,Bathroom,Work Completed,contractor_bid_14,High,,
repair_493,2025-02-11 16:19:26,service_app_250,1.0,project_22,,Bathroom,Work Completed,contractor_bid_14,Medium,,
repair_494,2025-02-11 17:01:00,service_app_263,1.0,project_3,Security door,Doors/Locks,Assigned,contractor_bid_16,Medium,,1650.0
repair_495,2025-02-11 17:04:15,service_app_263,,project_3,Dishwasher,Appliances,Assigned,contractor_bid_16,High,,
repair_496,2025-02-11 17:12:44,service_app_263,1.0,project_3,Replacement,Roof,Assigned,contractor_bid_16,High,,
repair_497,2025-02-11 17:07:12,service_app_263,1.0,project_3,,Drywall,Assigned,contractor_bid_16,Medium,,
repair_498,2025-02-11 17:03:14,service_app_263,1.0,project_3,Refrigerator,Appliances,Assigned,contractor_bid_16,High,,
repair_499,2025-02-11 17:05:50,service_app_263,1.0,project_3,,Appliances,Assigned,contractor_bid_16,High,,
repair_500,2025-02-11 17:08:19,service_app_263,,project_3,Minor,Electrical,Assigned,contractor_bid_16,Medium,,
repair_501,2025-02-11 17:10:33,service_app_263,,project_3,,Bathroom,Assigned,contractor_bid_16,High,,
repair_502,2025-02-11 17:11:22,service_app_263,1.0,project_3,,Bathroom,Assigned,contractor_bid_16,High,,
repair_503,2025-02-19 21:22:55,service_app_249,,,,,Need Identified,,,,
repair_504,2025-02-25 17:41:19,service_app_239,1.0,project_5,Critical,HVAC,Work Completed,,Critical,,9400.0
repair_505,2025-02-25 17:53:13,service_app_267,1.0,project_16,,Bathroom,Work Completed,contractor_bid_31,Medium,,
repair_506,2025-02-25 17:53:13,service_app_267,1.0,project_16,,Cabinets,Work Completed,contractor_bid_31,High,,
repair_507,2025-02-25 17:53:13,service_app_267,1.0,project_16,,Electrical,Work Completed,contractor_bid_31,Medium,,
repair_508,2025-02-25 17:53:13,service_app_267,1.0,project_16,,Flooring,Work Completed,contractor_bid_31,Medium,,
repair_509,2025-02-26 19:46:28,service_app_239,1.0,project_5,Entry door,Doors/Locks,Work Completed,,Medium,,1650.0
repair_510,2025-02-26 19:44:38,service_app_239,1.0,project_5,,Gutters,Work Completed,,Medium,,0.0
repair_511,2025-02-26 19:45:37,service_app_239,,project_5,Vinyl,Exterior,Work Completed,,Medium,,5500.0
repair_512,2025-03-03 18:31:50,service_app_273,1.0,,Refrigerator,Appliances,Need Identified,,High,,
repair_513,2025-03-03 18:31:50,service_app_273,1.0,,convert tub to shower,Bathroom,Need Identified,,High,,
repair_514,2025-03-03 18:31:50,service_app_273,1.0,,,Cabinets,Need Identified,,Medium,,
repair_515,2025-03-03 18:31:50,service_app_273,1.0,,,Deck/Porch,Need Identified,,Medium,,
repair_516,2025-03-03 18:31:50,service_app_273,1.0,,Exterior,Doors/Locks,Need Identified,,High,,
repair_517,2025-03-03 18:31:50,service_app_273,1.0,,,Kitchen,Need Identified,,High,,
repair_518,2025-03-03 18:31:50,service_app_273,5.0,,Replacement,Windows,Need Identified,,Critical,,
repair_519,2025-03-03 18:28:20,service_app_266,,project_23,,Appliances,Assigned,,,,
repair_520,2025-03-03 18:28:21,service_app_266,1.0,project_23,,Bathroom,Assigned,,High,,
repair_521,2025-03-03 18:28:21,service_app_266,1.0,project_23,,Cabinets,Assigned,,High,,
repair_522,2025-03-03 18:28:21,service_app_266,1.0,project_23,,Carpet,Assigned,,High,,
repair_523,2025-03-03 18:28:21,service_app_266,1.0,project_23,Exterior,Doors/Locks,Assigned,,High,,
repair_524,2025-03-03 18:28:21,service_app_266,1.0,project_23,Minor,Electrical,Assigned,,Low,,
repair_525,2025-03-03 18:28:21,service_app_266,1.0,project_23,,Flooring,Assigned,,High,,
repair_526,2025-03-03 18:28:21,service_app_266,1.0,project_23,,Kitchen,Assigned,,High,,
